ORLANDO TERM,Possible URI,Possible URI #2
journal intime,http://id.lincsproject.ca/genre/diary
journal issue,http://id.lincsproject.ca/genre/serialIssue
journal volume,http://id.lincsproject.ca/genre/serialVolume
journal,http://id.lincsproject.ca/genre/journal
journalform,http://id.lincsproject.ca/genre/JournalForm
journalism,http://id.lincsproject.ca/genre/journalism
journalisme,http://id.lincsproject.ca/genre/journalism
journalisticgenre,http://id.lincsproject.ca/genre/JournalisticGenre
juvenile,http://id.lincsproject.ca/genre/juvenile
juvenilia,http://id.lincsproject.ca/genre/juvenilia
kitchen sink drama,http://id.lincsproject.ca/genre/kitchenSinkDrama
kitchensinkdrama,http://id.lincsproject.ca/genre/kitchenSinkDrama
kunstlerroman,http://id.lincsproject.ca/genre/kunstlerroman
lai,http://id.lincsproject.ca/genre/lais
lais,http://id.lincsproject.ca/genre/lais
lampoon,http://id.lincsproject.ca/genre/lampoon
lecture,http://id.lincsproject.ca/genre/lecture
legal instrument,http://id.lincsproject.ca/genre/legalInstrument
legal writing,http://id.lincsproject.ca/genre/legalWriting
legaldocumentsgenre,http://id.lincsproject.ca/genre/LegalDocumentsGenre
legalinstrument,http://id.lincsproject.ca/genre/legalInstrument
legalwriting,http://id.lincsproject.ca/genre/legalWriting
legend,http://id.lincsproject.ca/genre/legend
lesbian,http://id.lincsproject.ca/genre/lesbian
lesbianWriting,http://id.lincsproject.ca/genre/lesbian
letter,http://id.lincsproject.ca/genre/letter
letters from the dead to the living,http://id.lincsproject.ca/genre/lettersFromTheDeadToTheLiving
lettersfromthedeadtotheliving,http://id.lincsproject.ca/genre/lettersFromTheDeadToTheLiving
lettre,http://id.lincsproject.ca/genre/letter
lettres des morts aux vivants,http://id.lincsproject.ca/genre/lettersFromTheDeadToTheLiving
lgbtq,http://id.lincsproject.ca/genre/lgbtqPlus
lgbtqplus,http://id.lincsproject.ca/genre/lgbtqPlus
lgbtqplusgenre,http://id.lincsproject.ca/genre/LGBTQPlusGenre
libelle,http://id.lincsproject.ca/genre/lampoon
libretto,http://id.lincsproject.ca/genre/libretto
life writing,http://id.lincsproject.ca/genre/lifeWriting
lifewriting,http://id.lincsproject.ca/genre/lifeWriting
lifewritinggenre,http://id.lincsproject.ca/genre/LifeWritingGenre
literary criticism,http://id.lincsproject.ca/genre/literaryCriticism
literarycriticism,http://id.lincsproject.ca/genre/literaryCriticism
literarygenre,http://id.lincsproject.ca/genre/LiteraryGenre
littérature de dévotion,http://id.lincsproject.ca/genre/devotional
littérature de jeunesse,http://id.lincsproject.ca/genre/childrensLiterature
littérature jeunes adultes,http://id.lincsproject.ca/genre/youngAdultWriting
littérature pastorale,http://id.lincsproject.ca/genre/pastoral
littérature prolétarienne,http://id.lincsproject.ca/genre/proletarianWriting
littérature régionale,http://id.lincsproject.ca/genre/regional
